"title_data","paper_id","source","type","year","author1_data","keyword"
"Evaluating the Relationship Between Well Parameters and Production Using Multivariate Statistical Models: A Middle Bakken and Three Forks Case History","          179171-MS ","          SPE ","          Conference Paper",2016,"Lolon, E., Liberty Oilfield Services","'machine+learning'AND'reservoir'"
"Experimental Design or Monte Carlo Simulation? Strategies for Building Robust Surrogate Models","          174905-MS ","          SPE ","          Conference Paper",2015,"Schuetter, Jared, Battelle Memorial Institute","'machine+learning'AND'reservoir'"
"Robust Derivative Estimation for Decline Analysis from Noisy Production Data","          181079-MS ","          SPE ","          Conference Paper",2016,"Subrahmanya, Niranjan, ExxonMobil Research and Engineering Company","'machine+learning'AND'reservoir'"
"Deep Learning for Steam Job Candidate Selection","          187339-MS ","          SPE ","          Conference Paper",2017,"Cheung, Chung Ming, University of Southern California","'machine+learning'AND'reservoir'"
"CiSoft and Smart Oilfield Technologies","          181068-MS ","          SPE ","          Conference Paper",2016,"Ershaghi, Iraj, University of Southern California","'machine+learning'AND'reservoir'"
"LMRP Disconnect in Deepwater, Harsh Environment Conditions","          189674-MS ","          SPE ","          Conference Paper",2018,"Dupal, K., Shell International Exploration and Production Inc.","'machine+learning'AND'reservoir'"
"Drilling Parameter Selection for Well Quality Enhancement in Deepwater Environments","          77358-MS ","          SPE ","          Conference Paper",2002,"Kravis, S., CSIRO CMIS","'machine+learning'AND'reservoir'"
"Recovering Linkage Between Seismic Images and Velocity Models","          153272-MS ","          SPE ","          Conference Paper",2012,"Zhao, Jing, USC","'machine+learning'AND'reservoir'"
"Predicting Failures from Oilfield Sensor Data using Time Series Shapelets","          170680-MS ","          SPE ","          Conference Paper",2014,"Patri, Om Prasad, University of Southern California","'machine+learning'AND'reservoir'"
"Sensitivity Analysis for Solar-Generated Steam for Enhanced Oil Recovery","          190075-MS ","          SPE ","          Conference Paper",2018,"Roig, R., Texas Tech University","'machine+learning'AND'reservoir'"
"Approach towards Establishing Unified Petroleum Data Analytics Environment to Enable Data Driven Operations Decisions","          181388-MS ","          SPE ","          Conference Paper",2016,"David, Richard Mohan, Abu Dhabi Company For Onshore Petroleum Operations Ltd.","'machine+learning'AND'reservoir'"
"Holistic Workflow for Autonomous History Matching using Intelligent Agents: A Conceptual Approach","          143842-MS ","          SPE ","          Conference Paper",2011,"Zangl, Georg, Technical Consultant","'machine+learning'AND'reservoir'"
"Development of Hybrid Intelligent System for Virtual Flow Metering in Production Wells","          167880-MS ","          SPE ","          Conference Paper",2014,"Bello, Oladele, Baker Hughes Incorporated","'machine+learning'AND'reservoir'"
"Development and Application of Ensemble Kalman Filter for Efficient Production Data Analysis and Accurate Property Estimation","          190140-MS ","          SPE ","          Conference Paper",2018,"Yue, W., University of North Dakota","'machine+learning'AND'reservoir'"
"Turning Data into Knowledge: Data-Driven Surveillance and Optimization in Mature Fields","          181881-MS ","          SPE ","          Conference Paper",2016,"Temizel, Cenk, Aera Energy","'machine+learning'AND'reservoir'"
"A New Bayesian Approach for Analogs Evaluation in Advanced EOR Screening","          174315-MS ","          SPE ","          Conference Paper",2015,"Siena, Martina, Politecnico di Milano and University of Arizona","'machine+learning'AND'reservoir'"
"Data-Driven Metric Learning for History Matching","          182683-MS ","          SPE ","          Conference Paper",2017,"Miller, Jacob, University of California, Davis","'machine+learning'AND'reservoir'"
"A Neural Network Approach for Modeling Water Distribution System","          185678-MS ","          SPE ","          Conference Paper",2017,"Popa, Andrei S., Chevron Corporations","'machine+learning'AND'reservoir'"
"ROP Optimization Using Artificial Intelligence Techniques with Statistical Regression Coupling","          181382-MS ","          SPE ","          Conference Paper",2016,"Mantha, B., University of Houston","'machine+learning'AND'reservoir'"
"Seismic-fault detection based on multiattribute support vector machine analysis","          2017-17748277 ","          SEG ","          Conference Paper",2017,"Di, Haibin, Georgia Institute of Technology","'machine+learning'AND'reservoir'"
"Applying Support Vector Regression to Reduce the Effect of Numerical Noise and Enhance the Performance of History Matching","          187430-MS ","          SPE ","          Conference Paper",2017,"Guo, Zhenyu, Shell International Exploration and Production Inc.","'machine+learning'AND'reservoir'"
"Effect of Fracturing Chemicals on Well Productivity: Avoiding Pitfalls in Big Data Analysis","          189551-MS ","          SPE ","          Conference Paper",2018,"Khvostichenko, Daria, Schlumberger","'machine+learning'AND'reservoir'"
"Which Saturation-Height Function?","          2016-OOO ","          SPWLA ","          Conference Paper",2016,"Adams, Stephen J., The Petrophysicist/WellEval.com","'machine+learning'AND'reservoir'"
"Geology Driven EUR Prediction Using Deep Learning","          174799-MS ","          SPE ","          Conference Paper",2015,"Crnkovic-Friis, L., Peltarion Energy","'machine+learning'AND'reservoir'"
"Technical Potential: A Highly Effective Tool for National Oil Companies to Drive and Manage Business Plans – A Real Case Study at PETRONAS Malaysia","          187429-MS ","          SPE ","          Conference Paper",2017,"Gupta, Vipin Prakash, PETRONAS","'machine+learning'AND'reservoir'"
"Detecting and Removing Outliers in Production Data to Enhance Production Forecasting","          179958-MS ","          SPE ","          Conference Paper",2016,"Chaudhary, Nitinkumar L., University of Houston","'machine+learning'AND'reservoir'"
"Application of hydraulic flow unit in pore size classification","          2017-17494291 ","          SEG ","          Conference Paper",2017,"Yasin, Qamar, China University of Petroleum–East China","'machine+learning'AND'reservoir'"
"Transforming the World of Asset Management in Near Real-Time Using an Intelligent Application to Optimize Daily Production Operations","          181502-MS ","          SPE ","          Conference Paper",2016,"Gupta, Supriya, Frontender Corporation","'machine+learning'AND'reservoir'"
"A New History Matching Sensitivity Analysis Framework with Random Forests and Plackett-Burman Design","          189265-MS ","          SPE ","          Conference Paper",2017,"Aulia, Akmal, Universiti Teknologi PETRONAS","'machine+learning'AND'reservoir'"
"Using Least Square Support Vector Machines to Approximate Single Phase Flow","          185881-MS ","          SPE ","          Conference Paper",2017,"Zhong, He, University of Calgary","'machine+learning'AND'reservoir'"
"Is the U.S. Fuels Infrastructure Resilient? An Examination of Natural Disaster Vulnerabilities","          190110-MS ","          SPE ","          Conference Paper",2018,"Mohan, H., INTEK Inc.","'machine+learning'AND'reservoir'"
"Comparison of Shale Oil Production Forecasting using Empirical Methods and Artificial Neural Networks","          187112-MS ","          SPE ","          Conference Paper",2017,"Suhag, Anuj, University of Southern California","'machine+learning'AND'reservoir'"
"Modelling and Optimization Technologies - A Competitive Edge in Hydrocarbon Recovery","          22-2708 ","          WPC ","          Conference Paper",2017,"Kleibergen, Rob, Shell","'machine+learning'AND'reservoir'"
"Calibrating Multi-Point Geostatistical Models Using Pressure Transient Data","          180163-MS ","          SPE ","          Conference Paper",2016,"Hamdi, Hamidreza, University of Calgary","'machine+learning'AND'reservoir'"
"Assisted History Matching and Uncertainty Analysis by Geologically Consistent Sampling","          182749-MS ","          SPE ","          Conference Paper",2016,"Tarrahi, Mohammadali, Shell Global Solutions US, Inc.","'machine+learning'AND'reservoir'"
"Surfactant Versus Solvent Co-Injection to Improve Efficiency of Steam Assisted Bitumen and Heavy Oil Recovery Processes","          190119-MS ","          SPE ","          Conference Paper",2018,"Ozum, Baki, Apex Engineering Inc","'machine+learning'AND'reservoir'"
"Using Data Analytics on Dimensionless Numbers to Predict the Ultimate Recovery Factors for Different Drive Mechanisms of Gulf of Mexico Oil Fields","          187269-MS ","          SPE ","          Conference Paper",2017,"Talluru, Gowtham, Mewbourne School of Petroleum and Geological Engineering, University of Oklahoma","'machine+learning'AND'reservoir'"
"Automation of the Flooding Optimization Process and Selection of Prospective Sites/Wells for Workover","          176730-MS ","          SPE ","          Conference Paper",2015,"Syrtlanov, V., Baker Hughes","'machine+learning'AND'reservoir'"
"Application of Multivariate Statistical Modeling and Geographic Information Systems Pattern-Recognition Analysis to Production Results in the Eagle Ford Formation of South Texas","          168628-MS ","          SPE ","          Conference Paper",2014,"LaFollette, Randy F., Baker Hughes","'machine+learning'AND'reservoir'"
"An Extensive Review on the Effective Sequence of Heavy Oil Recovery","          157864-MS ","          SPE ","          Conference Paper",2012,"Mohammadpoor, Mehdi, University of Regina","'machine+learning'AND'reservoir'"
"Applying Statistical Learning to Quantitative Well Log Analysis","          186044-MS ","          SPE ","          Conference Paper",2017,"Bergman, Doron L., Tachyus Inc.","'machine+learning'AND'reservoir'"
"Automation of the Flooding Optimization Process and Selection of Prospective Sites/Wells for Workover (Russian)","          176730-RU ","          SPE ","          Conference Paper",2015,"Syrtlanov, V., Baker Hughes","'machine+learning'AND'reservoir'"
"A New Approach to Predict Failure Parameters of Carbonate Rocks using Artificial Intelligence Tools","          187974-MS ","          SPE ","          Conference Paper",2017,"Tariq, Zeeshan, King Fahd University of Petroleum & Minerals","'machine+learning'AND'reservoir'"
"Lessons Learned in Drilling Fluids Projects during MPD and MCD Operations in Brazil's Offshore Wells","          185277-MS ","          SPE ","          Conference Paper",2017,"Teixeira, G. T., Petrobras","'machine+learning'AND'reservoir'"
"A Novel Viscosity Reduction Plant-Based Diluent for Heavy and Extra-Heavy Oil","          179523-MS ","          SPE ","          Conference Paper",2016,"Afra, Salar, Texas A&M University","'machine+learning'AND'reservoir'"
"Using Data-Driven Technologies to Accelerate the Field Development Planning Process for Mature Field Rejuvenation","          185751-MS ","          SPE ","          Conference Paper",2017,"Brown, Jeremy B., Quantum Reservoir Impact International LLC","'machine+learning'AND'reservoir'"
"Structuring an Integrative Approach for Field Development Planning Using Artificial Intelligence and its Application to an Offshore Oilfield","          174871-MS ","          SPE ","          Conference Paper",2015,"Ketineni, Sarath Pavan, The Pennsylvania State University","'machine+learning'AND'reservoir'"
"Analysis of Compositions of Flowback Water from Marcellus Shale Wells by Utilizing Data Mining Techniques","          187519-MS ","          SPE ","          Conference Paper",2017,"Pan, Yuewei, Texas A&M University","'machine+learning'AND'reservoir'"
"Electrical Submersible Pump Operation Optimization with Time Series Production Data Analysis","          181030-MS ","          SPE ","          Conference Paper",2016,"Zhu, David, Baker Hughes Inc.","'machine+learning'AND'reservoir'"
"Efficient Assessment and Optimization of A Deepwater Asset Using Fixed Pattern Approach","          95792-MS ","          SPE ","          Conference Paper",2005,"Ozdogan, Umut, Chevron Corp.","'machine+learning'AND'reservoir'"
"Comparison of Decline Curve Analysis DCA with Recursive Neural Networks RNN for Production Forecast of Multiple Wells","          190104-MS ","          SPE ","          Conference Paper",2018,"Sun, J., CSE ICON","'machine+learning'AND'reservoir'"
"Using Association Rule Mining and High-Dimensional Visualization to Explore the Impact of Geological Features on Dynamic Flow Behavior","          174774-MS ","          SPE ","          Conference Paper",2015,"Suzuki, Satomi, ExxonMobil Upstream Research Company","'machine+learning'AND'reservoir'"
"Rapid S-Curve Update Using Ensemble Variance Analysis with Model Validation","          185630-MS ","          SPE ","          Conference Paper",2017,"He, Jincong, Chevron Energy Technology Company","'machine+learning'AND'reservoir'"
"Improved Geological Model Calibration Through Sparsity-Promoting Ensemble Kalman Filter","          27284-MS ","          OTC ","          Conference Paper",2016,"Tarrahi, Mohammadali, Shell Global Solutions (US), Inc","'machine+learning'AND'reservoir'"
"A Comparison Study of Utilizing Optimization Algorithms and Fuzzy Logic for Candidate-Well Selection","          176330-MS ","          SPE ","          Conference Paper",2015,"Xiao, Yong, State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation, Southwest Petroleum University","'machine+learning'AND'reservoir'"
"Reducing Drilling Cost by finding Optimal Operational Parameters using Particle Swarm Algorithm","          180280-MS ","          SPE ","          Conference Paper",2016,"Self, R., Oklahoma State University","'machine+learning'AND'reservoir'"
"Analysis of Supply and Demand Dynamics to Predict Oil Market Trends: A Case Study of 2015 Price Data","          179976-MS ","          SPE ","          Conference Paper",2016,"Rafieisakhaei, Mohammadhussein, Texas A&M University","'machine+learning'AND'reservoir'"
"Optimization of Multivariate Production-Injection System for Water-Alternating-Gas Miscible Flooding in Pubei Oil Field","          62856-MS ","          SPE ","          Conference Paper",2000,"Yang, Daoyong, University of Petroleum","'machine+learning'AND'reservoir'"
"A Holistic Approach to Develop New Rigorous Empirical Correlation for Static Young's Modulus","          183545-MS ","          SPE ","          Conference Paper",2016,"Tariq, Zeeshan, King Fahd University of Petroleum & Minerals","'machine+learning'AND'reservoir'"
"Use of Advanced Optimization Techniques to Manage a Complex Drilling Schedule","          110805-MS ","          SPE ","          Conference Paper",2007,"Irgens, Morten,","'machine+learning'AND'reservoir'"
"New Data-Driven Method for Predicting Formation Permeability Using Conventional Well Logs and Limited Core Data","          182826-MS ","          SPE ","          Conference Paper",2016,"Shabab, Mohamad, University of Waterloo","'machine+learning'AND'reservoir'"
"Remediation Solutions for Lost Circulation Using Case Based Reasoning","          190066-MS ","          SPE ","          Conference Paper",2018,"Reedy, K., Independent","'machine+learning'AND'reservoir'"
"A Comprehensive Evaluation of Well Completion and Production Performance in Bakken Shale Using Data-Driven Approaches","          181803-MS ","          SPE ","          Conference Paper",2016,"Wang, Shuhua, University of Calgary","'machine+learning'AND'reservoir'"
"Benchmarking Unconventional Well Performance Predictions","          152489-MS ","          SPE ","          Conference Paper",2012,"Van Den Bosch, Rainer H., ExxonMobil","'machine+learning'AND'reservoir'"
"Bayesian History-Matching and Probabilistic Forecasting for Tight and Shale Wells","          185082-MS ","          SPE ","          Conference Paper",2017,"Hamdi, Hamidreza, University of Calgary","'machine+learning'AND'reservoir'"
"Using Deep Learning and Computer Vision Techniques to Improve Facility Corrosion Risk Management Systems","          190036-MS ","          SPE ","          Conference Paper",2018,"Ejimuda, C. C., Hybrid Data Solutions","'machine+learning'AND'reservoir'"
"An Experimental Study of Imbibition Oil Recovery from Oil-Wet Shales","          190044-MS ","          SPE ","          Conference Paper",2018,"Begum, M., University of Alberta","'machine+learning'AND'reservoir'"
"Hyperbolic Decline Parameter Identification Using Optimization Procedures","          65634-MS ","          SPE ","          Conference Paper",2000,"Jikich, Sinisha A., National Energy Technology Laboratory/EG&G","'machine+learning'AND'reservoir'"
"STACK Well Performance, a Multi-Pad Completion Comparison","          185819-MS ","          SPE ","          Conference Paper",2017,"Van Sickle, S., Chaparral Energy LLC","'machine+learning'AND'reservoir'"
"Maximizing Information through Data Driven Analytics in Petrophysical Evaluation of Well Logs","          174735-MS ","          SPE ","          Conference Paper",2015,"Jain, Vikas, Schlumberger","'machine+learning'AND'reservoir'"
"People and Process: Integration of Technology and Organizational Alignment for Successful Implementation of a Strategic Capital Investment Portfolio","          187162-MS ","          SPE ","          Conference Paper",2017,"Fulford, David S., Apache Corporation","'machine+learning'AND'reservoir'"
"Shale Oil Play Exploration Delineation Using Rock Mechanics Template and Seismic Inversion Data. Vaca Muerta Formation, Neuquén Basin, Argentina","          2190705-MS ","          URTEC ","          Conference Paper",2015,"Soldo, Juan, YPF S.A.","'machine+learning'AND'reservoir'"
"3-D Prestack Waveform Inversion-A Real Data Example","          2015-5870069 ","          SEG ","          Conference Paper",2015,"Pafeng, Josiane, University of Wyoming","'machine+learning'AND'reservoir'"
"Engineered Completion and Well Spacing Optimization Using a Geologically and Geomechanically Constrained 3D Planar Frac Simulator and Fast Marching Method: Application to Eagle Ford","          190070-MS ","          SPE ","          Conference Paper",2018,"Paryani, M., FracGeo","'machine+learning'AND'reservoir'"
"Petrophysical Well Log Analysis through Intelligent Methods","          185922-MS ","          SPE ","          Conference Paper",2017,"Moghadasi, Leili, Politecnico di Milano","'machine+learning'AND'reservoir'"
"Improvements in EOR Screening, Laboratory Flood Tests and Model Description to Effectively Fast Track EOR Projects","          188926-MS ","          SPE ","          Conference Paper",2017,"Armacanqui T., J. Samuel, CeO ICI-EEMMIISS","'machine+learning'AND'reservoir'"
"Selection of Geologic Models Based on Pareto-Optimality Using Surface Deformation and CO2 Injection Data for the in Salah Gas Sequestration Project","          181569-MS ","          SPE ","          Conference Paper",2016,"Min, Baehyun, The University of Texas at Austin","'machine+learning'AND'reservoir'"
"Cyclic Water Injection Simulations for Evaluations of its Potential in Lagocinco Field","          89378-MS ","          SPE ","          Conference Paper",2004,"Stirpe, M.T., Universidad Central de Venezuela","'machine+learning'AND'reservoir'"
"An Experimental Investigation of WAG Injection Performance under Near-Miscible Conditions in Carbonate Rock and Comparison with Sandstone","          190053-MS ","          SPE ","          Conference Paper",2018,"Alkhazmi, Bashir, Centre for Enhanced Oil Recovery and CO2 Solutions, Heriot-Watt University","'machine+learning'AND'reservoir'"
"A Case History: Evaluating Well Completions in Eagle Ford Shale Using a Data-Driven Approach","          173336-MS ","          SPE ","          Conference Paper",2015,"Nejad, Amir Mohammad, StrataGen","'machine+learning'AND'reservoir'"
"Integrating Component Analysis & Classification Techniques for Comparative Prediction of Continuous & Discrete Lithofacies Distributions","          25806-MS ","          OTC ","          Conference Paper",2015,"Al-Mudhafar, Watheq J., Louisiana State University","'machine+learning'AND'reservoir'"
"Parametric Probabilistic Models for Fluid Diffusivity Inversion and Forward Microseismic Generation Using Seismicity Rates","          190018-MS ","          SPE ","          Conference Paper",2018,"Li, Qi, University of Calgary","'machine+learning'AND'reservoir'"
"A Fast and Robust Compositional, Multi-Phase, Non-Isothermal Wellbore Hydraulics Model for Vertical Wells","          187072-MS ","          SPE ","          Conference Paper",2017,"Putcha, V. B., Pennsylvania State University","'machine+learning'AND'reservoir'"
"Modeling the Combined Effects of Water Salinity and Polymer Rheology on the Performance of Polymer Flooding and In-Depth Gel Treatment","          190046-MS ","          SPE ","          Conference Paper",2018,"Khamees, T. K., Missouri University of Science and Technology","'machine+learning'AND'reservoir'"
"Experimental Determination of the Phase Transition Point in Gas Condensates using a Cost-Effective Semiautomated Isochoric Apparatus","          190102-MS ","          SPE ","          Conference Paper",2018,"Salahshoor, Shadi, University of Oklahoma","'machine+learning'AND'reservoir'"
"Real-Time Drilling Optimization and Rig Activity-Based Models Deliver Best-In-Class Drilling Performance: Case History","          184744-MS ","          SPE ","          Conference Paper",2017,"Kumar, Dev, Weatherford","'machine+learning'AND'reservoir'"
"A Data Mining Approach to Model Portfolios Oil Assets at High Risk","          26104-MS ","          OTC ","          Conference Paper",2015,"Cervantes Bravo, R., Universidad de Buenos Aires","'machine+learning'AND'reservoir'"
"Integrated Gas Development Planning in Southern Iraq","          181521-MS ","          SPE ","          Conference Paper",2016,"Karnik, Amit A, Shell Exploration & Production International","'machine+learning'AND'reservoir'"
"Improved Oil Recovery Estimation with Data Analytic Methods: A Workflow for Open Data Analysis","          185740-MS ","          SPE ","          Conference Paper",2017,"Kronkosky, Chad E., CEK Engineering LLC, Texas Tech University","'machine+learning'AND'reservoir'"
"Applications of Mixed Reality in Process Safety and Operational Integrity","          190493-MS ","          SPE ","          Conference Paper",2018,"Kulkarni, Ashish, Bell Energy Services UK Limited","'machine+learning'AND'reservoir'"
"In-Situ Estimation of Relative Permeability and Capillary Pressure from the Joint Inversion of Array Resistivity and Formation Test Data","          187193-MS ","          SPE ","          Conference Paper",2017,"Liang, Lin, Schlumberger","'machine+learning'AND'reservoir'"
"A Pulsed Neutron Comparison Between an Open and Casedhole Well: An Alaskan Case Study","          190062-MS ","          SPE ","          Conference Paper",2018,"Burt, J., Schlumberger","'machine+learning'AND'reservoir'"
"Field-Scale Evaluation of Re-injecting the Associated Gas to Enhance the Recovery of Oil Through the GAGD Process: A Prospective Pilot Project in A Southern Iraqi Oil Field","          190355-MS ","          SPE ","          Conference Paper",2018,"Al-Mudhafar, Watheq J., Louisiana State University & Basrah Oil Company","'machine+learning'AND'reservoir'"
"Systematic Root-Cause Analysis of Three Major Offshore Oil and Gas Drilling Accidents Using the AcciMap Methodology","          190133-MS ","          SPE ","          Conference Paper",2018,"Tabibzadeh, Maryam, California State University Northridge","'machine+learning'AND'reservoir'"
"State-of-the-Art Application of Artificial Intelligence and Trends in the E&P Industry: A Technology Survey","          150314-MS ","          SPE ","          Conference Paper",2012,"Bravo, Cesar E., Halliburton","'machine+learning'AND'reservoir'"
"A SMART Framework for Contextualization of Drilling Data for Supporting Drilling Workflows","          181682-MS ","          SPE ","          Conference Paper",2016,"Arumugam, Sethupathi, Infosys Ltd.","'machine+learning'AND'reservoir'"
"Unconventional Risk and Uncertainty: Show Me What Success Looks Like","          179996-MS ","          SPE ","          Conference Paper",2016,"Fulford, David S., Apache Corporation","'machine+learning'AND'reservoir'"
"Parallel Multiobjective Optimization for the Coupled Compositional /Geomechanical Modeling of Pulse Testing","          182641-MS ","          SPE ","          Conference Paper",2017,"Min, Baehyun, The University of Texas at Austin","'machine+learning'AND'reservoir'"
"Inversion of frequency-domain marine-controlled-source electromagnetic data using genetic algorithm","          2017-17783322 ","          SEG ","          Conference Paper",2017,"Ayani, Mohit, University of Wyoming","'machine+learning'AND'reservoir'"
"Integrated Screening Criteria for Offshore Application of Enhanced Oil Recovery","          170795-MS ","          SPE ","          Conference Paper",2014,"Kang, Pan-sang, Korea Maritime & Ocean University","'machine+learning'AND'reservoir'"
"Addressing the Health Risks of Silica Cement: A Custom Solution for Norway","          180016-MS ","          SPE ","          Conference Paper",2016,"Johnson, Carl R., Schlumberger","'machine+learning'AND'reservoir'"
"Utilizing Intelligent Oilfield Technology and Production Chemicals to Solve Operational Challenges and Increase Production","          190027-MS ","          SPE ","          Conference Paper",2018,"Sonne, J., Eni Petroleum","'machine+learning'AND'reservoir'"
"Data Management Requirements for Supporting Digital Energy Initiatives","          181572-MS ","          SPE ","          Conference Paper",2016,"Kozman, Jess B., CLTech Consulting Pte Ltd","'machine+learning'AND'reservoir'"
"How Can Integrated Operation Contribute to Improve the Efficiency on the Norwegian Continental Shelf?","          180014-MS ","          SPE ","          Conference Paper",2016,"Kaland, T., University of Bergen","'machine+learning'AND'reservoir'"
"Statistical Method for Error Prediction in Decision Support and Control Systems","          184735-MS ","          SPE ","          Conference Paper",2017,"Aghito, Manuel, SINTEF Petroleum Research","'machine+learning'AND'reservoir'"
"Production Optimization Through Utilization of Smart Wells in Intelligent Fields","          185709-MS ","          SPE ","          Conference Paper",2017,"Ranjith, Rahul, University of Southern California","'machine+learning'AND'reservoir'"
"Applying Big Data Analytics to Detect, Diagnose, and Prevent Impending Failures in Electric Submersible Pumps","          181510-MS ","          SPE ","          Conference Paper",2016,"Gupta, Supriya, Frontender Corporation","'machine+learning'AND'reservoir'"
"Restoration of fissured cavernous porosity based on standard logging package data","          117423-MS ","          SPE ","          Conference Paper",2008,"Nadezhdin, Oleg, Rosneft","'machine+learning'AND'reservoir'"
"Applying Analytics to Production Workflows: Transforming Integrated Operations into Intelligent Operations","          167823-MS ","          SPE ","          Conference Paper",2014,"Bravo, Cesar, Halliburton","'machine+learning'AND'reservoir'"
"Topological Data Analysis of Marcellus Play Lithofacies","          2154901-MS ","          URTEC ","          Conference Paper",2015,"Cortis, Andrea, AYASDI, Menlo Park, CA, USA","'machine+learning'AND'reservoir'"
"Identifying Technical And Economic EOR Potential Under Conditions Of Limited Information And Time Constraints","          94682-MS ","          SPE ","          Conference Paper",2005,"Manrique, Eduardo Jose, Florida International U","'machine+learning'AND'reservoir'"
"Prediction of Crude Oil Viscosity and Gas/Oil Ratio Curves Using Recent Advances to Neural Networks","          125360-MS ","          SPE ","          Conference Paper",2009,"Oloso, Munirudeen,","'machine+learning'AND'reservoir'"
"Design and Development of Data-Driven Screening Tools for Enhanced Oil Recovery Processes","          190028-MS ","          SPE ","          Conference Paper",2018,"Yalgin, G., Middle East Technical University","'machine+learning'AND'reservoir'"
"Upstream Data Architecture and Data Governance Framework for Efficient Integrated Upstream Workflows and Operations","          188962-MS ","          SPE ","          Conference Paper",2017,"David, Richard Mohan, ADNOC","'machine+learning'AND'reservoir'"
"Bayesian Network Analysis as a Tool for Efficient EOR Screening","          143282-MS ","          SPE ","          Conference Paper",2011,"Zerafat, Mohammad Mehdi, Shiraz University","'machine+learning'AND'reservoir'"
"Data Driven Adaptive Localization With Applications To Ensemble-Based 4D Seismic History Matching","          185936-MS ","          SPE ","          Conference Paper",2017,"Luo, Xiaodong, IRIS","'machine+learning'AND'reservoir'"
"Fast Track Analysis of Shale Numerical Models","          162699-MS ","          SPE ","          Conference Paper",2012,"Kalantari Dahaghi, Amirmasoud, West Virginia University","'machine+learning'AND'reservoir'"
"Big Data Analytics Drive EOR Projects","          186159-MS ","          SPE ","          Conference Paper",2017,"Xiao, Jie, Holding Energy Petroleum Engineering BeiJing Co.,Ltd.","'machine+learning'AND'reservoir'"
"Supervised Waveform Analysis to Find Wasia Carbonate Stratigraphic Traps in Rub' Al-Khali Basin, Saudi Arabia","          188271-MS ","          SPE ","          Conference Paper",2017,"AlQattan, Hussain, Saudi Aramco","'machine+learning'AND'reservoir'"
"Improved Permeability Prediction From Seismic and Log Data using Artificial Intelligence Techniques","          164465-MS ","          SPE ","          Conference Paper",2013,"Anifowose, Fatai A., King Fahd University of Petr. & Min.","'machine+learning'AND'reservoir'"
"Selecting Representative Models From a Large Set of Models","          163671-MS ","          SPE ","          Conference Paper",2013,"Sarma, Pallav, Chevron","'machine+learning'AND'reservoir'"
"Uncertainty Assessment on Short-Term Production Forecasts Using Integrated Asset Modeling and Experimental Design","          187595-MS ","          SPE ","          Conference Paper",2017,"Li, Xiaopeng, Colorado School of Mines","'machine+learning'AND'reservoir'"
"Improved Oil Recovery Methods: Applicability Screening and Potential Evaluation","          134742-MS ","          SPE ","          Conference Paper",2010,"Surguchev, Leonid M., Intl Research Inst of Stavanger","'machine+learning'AND'reservoir'"
"Effective Use of Data-Driven Methods in Brown Fields","          187840-MS ","          SPE ","          Conference Paper",2017,"Temizel, Cenk, Aera Energy","'machine+learning'AND'reservoir'"
"A Framework-Oriented Approach for Determining Attribute Importance When Building Effective Predictive Models for Oil and Gas Data Analytics","          166304-MS ","          SPE ","          Conference Paper",2013,"Dursun, Serkan, Halliburton","'machine+learning'AND'reservoir'"
"Failure Prediction for Artificial Lift Systems","          133545-MS ","          SPE ","          Conference Paper",2010,"Liu, Y., Information Sciences Institute","'machine+learning'AND'reservoir'"
"Uncertainty Assessment of Well Placement Optimization","          71625-MS ","          SPE ","          Conference Paper",2001,"Guyaguler, Baris, Stanford University","'machine+learning'AND'reservoir'"
"Evolutionary Optimization of Oil Field Development","          107552-MS ","          SPE ","          Conference Paper",2007,"Tupac, Yvan Jesus, Pontificia U Catolica","'machine+learning'AND'reservoir'"
"Classification of gas-rich lithofacies in continental shale formation based on bi-Langmuir model and SVM methods","          2016-13849421 ","          SEG ","          Conference Paper",2016,"Li, Shengjie, State Key Laboratory of Petroleum Resources and Prospecting","'machine+learning'AND'reservoir'"
"Bridging the Gap Between Deterministic and Probabilistic Uncertainty Quantification Using Advanced Proxy Based Methods","          173301-MS ","          SPE ","          Conference Paper",2015,"Goodwin, N., Essence Products and Services Ltd.","'machine+learning'AND'reservoir'"
"Modelling of Injection Well Capacity with Account for Permeability Damage in the Near-Wellbore Zone for Oil Fields in Western Siberia","          187806-MS ","          SPE ","          Conference Paper",2017,"Boronin, S. A., Skoltech","'machine+learning'AND'reservoir'"
"Application of Neural Network in Formation Failure Model to Predict Sand Production","          28506-MS ","          OTC ","          Conference Paper",2018,"Ketmalee, T., PTTEP","'machine+learning'AND'reservoir'"
"Field Development Planning Using Simulated Annealing - Optimal Economic Well Scheduling and Placement","          30650-MS ","          SPE ","          Conference Paper",1995,"Beckner, B.L., Mobil North Sea Ltd.","'machine+learning'AND'reservoir'"
"Strategic Well Test Planning Using Random Forest","          167827-MS ","          SPE ","          Conference Paper",2014,"Aulia, Akmal, Schlumberger","'machine+learning'AND'reservoir'"
"New Model For Crude Oil Saturation Pressure Prediction Using Alternating Conditional Expectation Algorithim","          2009-021 ","          OMC ","          Conference Paper",2009,"Tale, Muffareh, King Abdulaziz City for Science and Technology","'machine+learning'AND'reservoir'"
"Effect of Sampling Strategies on Prediction Uncertainty Estimation","          106229-MS ","          SPE ","          Conference Paper",2007,"Erbas, Demet, BP Exploration","'machine+learning'AND'reservoir'"
